"year","month","Cy","Gr1","Gr2","Di1","Di2","Go1","Go2","Cr1","Cr2","Mi","He","Om","Pr","temperature","PO4_P"
1977,12,21168.5185185185,4709.25925925926,2951.85185185185,44148.1481481481,72642.5925925926,8518.51851851852,1685.18518518518,54037.037037037,8020.37037037037,5714.81481481482,124491,9694,0,6.46842105263158,0.0847894736842105
1978,1,22550.0000000001,3461.11111111111,2701.85185185185,57355.5555555556,78138.8888888889,17555.5555555556,4266.66666666667,99611.1111111111,7479.62962962963,5212.96296296297,104759,1279,34,5.56315789473684,0.0848421052631579
1978,2,40642.5925925926,3368.51851851851,4724.07407407407,101500,65566.8148148148,9259.25925925926,7398.14814814815,118166.666666667,5535.18518518518,2660.07407407408,40399,0,0,4.96842105263158,0.0835263157894737
1978,3,35561.1111111111,2740.74074074074,4792.5925925926,197103.703703704,88570.3703703704,56444.4444444445,8925.92592592593,332666.666666667,10331.4814814815,9690.74074074074,122819,12942,0,4.46315789473684,0.0634210526315789
1978,4,37259.2592592592,581.481481481482,18173.6481481481,1161129.62962963,204774.074074074,31925.9259259259,38185.1851851852,267592.592592593,11324.0740740741,16306.6666666667,105056,24259,0,5.22105263157895,0.07
1978,5,31312.9629629629,20277.7777777778,3866.66666666667,278275.353703703,128482.925925926,131851.851851852,2388.88888888889,352168.888888889,36324.0740740741,6827.77777777777,811456,12892,0,6.91052631578947,0.0478947368421053
1978,6,8209.25925925925,41427.7777777778,1946.2962962963,20851.8518518518,104850,0,3102.14814814815,352168.888888889,35877.7777777778,2740.74074074074,1146754.33,6446,0,8.5578947368421,0.0583157894736842
1978,7,1916.66666666666,45101.8518518518,2781.48148148148,535.185185185185,61314.8148148148,15925.9259259259,61664.7407407407,74629.6296296296,37916.6666666667,768.518518518518,894012,0,21436.04,8.95263157894737,0.0659473684210526
1978,8,1707.40740740741,91279.8148148149,4474.07407407407,4251.85185185185,156798.148148149,11185.1851851852,177296.296296296,8226.18703703704,10120.3703703704,3444.64814814815,693500,0,27497.83,10.3736842105263,0.0637368421052632
1978,9,71919.0370370371,97605.7407407408,54505.8814814814,33379.6296296296,273494.444444444,163814.814814815,60349.9259259259,109722.222222222,18259.2592592593,1557.61111111111,698282,6446,6446,9.69473684210526,0.0662105263157895
1978,10,20474.074074074,33931.4814814815,19816.6666666667,21214.8148148148,270957.407407408,51518.5185185185,1659.25925925926,46888.8888888889,9759.25925925926,3690.74074074074,569215,0,8319.04,8.6,0.0711052631578947
1978,11,36137.0370370371,1722.22222222222,3983.33333333333,1974.07407407407,33085.1851851852,740.740740740741,988.888888888889,31888.8888888889,3787.03703703704,1655.55555555556,200515,1624,0,7.43684210526316,0.0737368421052632
1978,12,41659.2592592593,3477.77777777778,4343.74074074074,1085.18518518518,17681.4814814815,18000,1822.22222222222,22722.2222222222,1287.03703703704,1981.48148148148,65936,2558,0,5.89473684210526,0.0617368421052632
1979,1,72694.4444444444,3766.66666666667,2970.37037037037,10001.8518518519,13103.7037037037,14175.9259259259,1916.66666666667,65666.6666666667,1840.74074074074,5468.51851851852,105055,21011,0,4.74736842105263,0.0702105263157895
1979,2,82150.6351851852,2277.77777777778,2066.66666666667,89714.8148148148,11074.0740740741,13935.1851851852,7085.18518518518,79000,5788.88888888889,6725.92592592593,25833,15301,0,4.34736842105263,0.0776315789473684
1979,3,76136.4870370371,1907.40740740741,1520.37037037037,75757.4074074074,12974.0740740741,26861.1111111111,10701.8518518518,319444.444444444,13148.1481481481,16083.3333333333,71103,8856,0,4.13157894736842,0.0785263157894737
1979,4,52186.9259259259,29240.7407407407,2905.55555555556,1964709.25925926,335716.925925926,148148.148148148,32807.4074074074,113777.777777778,4425.92592592593,16634.4444444444,280523,42661,0,4.71578947368421,0.0662105263157895
1979,5,37842.037037037,1981.48148148148,2551.85185185185,964112.962962963,68645.3703703703,228064.814814815,22229.6296296296,268111.111111111,10535.1851851852,12407.4074074074,1118599,25833,0,6.42105263157895,0.0570526315789474
1979,6,9090.74074074074,13935.1851851852,4016.98148148148,119064.814814815,281462.962962963,76370.3703703703,23722.2222222223,148111.111111111,20081.4814814815,6955.55555555555,821198,12892,0,8.54736842105263,0.0599473684210526
1979,7,11800,84661.1111111111,11684.6296296296,41596.2962962963,383349.462962963,72111.1111111111,13342.462962963,139222.222222222,8720.37037037037,2968.51851851852,1979178.84,103332,0,8.77894736842105,0.0626315789473684
1979,8,16822.2222222222,109251.574074074,76218.5185185175,34296.2962962963,73908.1481481481,92703.7037037037,18046.2962962963,71925.9259259259,9733.33333333333,6588.88888888888,1293331,122758.08,38774,10.4052631578947,0.0565789473684211
1979,9,38892.2962962963,51916.6666666666,75282.4444444444,9851.85185185186,13832.537037037,119814.814814815,566.666666666667,94962.962962963,16538.8888888889,7161.11111111111,1089421,22636,9694,10.1526315789474,0.0603684210526316
1979,10,31401.6111111111,21064.8148148148,26618.5185185185,13788.8888888889,62355.5555555556,67481.4814814815,3222.22222222222,156740.740740741,20955.5555555556,6053.7037037037,247014,7774,0,9.12631578947368,0.0722105263157895
1979,11,24877.537037037,5303.70370370371,10920.3703703704,1825.92592592593,83229.6296296297,30000,1666.66666666667,15407.4074074074,2194.44444444444,3368.51851851853,268911,21995,0,7.04736842105263,0.0870526315789474
1979,12,31883.0925925926,1648.14814814815,8342.5925925926,8548.14814814815,43161.1111111111,42629.6296296296,1185.18518518519,55666.6666666667,4101.85185185185,2496.2962962963,451613,22635,2558,6.27894736842105,0.0852105263157895
1980,1,29992.3518518519,2657.40740740741,10031.5555555556,29083.3333333333,98142.5925925926,27759.2592592592,3092.59259259259,134018.518518519,8455.55555555556,7392.59259259258,601297,77447.47,0,5.06315789473684,0.0824736842105263
1980,2,4457.40740740741,3490.74074074074,2868.51851851852,75596.2962962963,43381.5555555555,12222.2222222222,629.62962962963,279444.444444444,6370.37037037037,3312.96296296296,203665,7057.45,0,4.42631578947368,0.0891052631578947
1980,3,7172.22222222222,6325.92592592592,4205.55555555555,253927.777777778,67852.5925925926,43851.8518518518,16185.1851851852,122296.296296296,2775.92592592593,9703.70370370371,143927,8120,0,4.23684210526316,0.0697894736842105
1980,4,3327.77777777778,2770.37037037037,2659.25925925926,3439740.37037038,122324.037037037,65333.3333333334,42344.4444444444,181777.777777778,8609.25925925926,14361.1111111111,206962,54964,0,4.77894736842105,0.0629473684210526
1980,5,5174.07407407407,4275.92592592593,2279.62962962963,1388937.03703703,206379.62962963,1851.85185185185,8594.44444444444,155296.296296296,13833.3333333333,8001.85185185185,2228704.87,156943,0,6.25263157894737,0.0499473684210526
1980,6,9994.44444444444,16061,2122.22222222222,509285.185185185,83581.4814814814,1148.14814814815,2081.48148148148,93407.4074074074,22898.1481481481,4477.77777777778,982692,64653.5,0,7.68947368421053,0.0558421052631579
1980,7,1779.62962962963,54922.2222222223,15877.7777777778,481424.074074074,390888.351851852,14666.6666666667,21222.2222222223,113777.777777778,20214.8148148148,3653.7037037037,1448883.84,45171,12892,8.6578947368421,0.0510526315789474
1980,9,26466.6666666667,45914.8148148148,14434.7407407408,180185.185185185,120051.851851852,49814.8148148148,19601.8518518518,97481.4814814815,12742.5925925926,4646.29629629629,271370,230547.68,6446,9.91052631578947,0.0535263157894737
1980,10,8244.44444444445,25446.9074074074,11938.8888888889,42648.1481481481,87585.1851851852,169814.814814815,16314.8148148148,72851.8518518519,9435.18518518518,7972.22222222223,1073330,64656,6446,8.93684210526316,0.0609473684210526
1980,11,4596.29629629629,9803.7037037037,6657.40740740741,20655.5555555555,307175.888888888,89481.4814814815,4424.07407407408,59518.5185185185,11714.8148148148,4350,441477,30705,0,7.0578947368421,0.0672631578947368
1980,12,2944.44444444444,17944.6666666667,4848.5185185185,10722.2222222222,37490.7407407407,48925.925925926,2585.18518518518,89222.2222222222,11177.7777777778,3764.81481481481,151949,25883,0,5.73684210526316,0.0700526315789474
1981,1,1120.37037037037,4926.4074074074,3181.48148148148,24518.5185185185,19688.8888888889,24296.2962962963,359.259259259259,80185.1851851852,4157.40740740741,3362.96296296297,174386,25833,0,4.81052631578947,0.0791578947368421
1981,2,1188.88888888889,10887.037037037,3781.48148148149,214583.333333334,108075.925925926,29351.8518518518,2324.07407407407,260666.666666667,6879.62962962963,2564.81481481481,161594,0,0,4,0.073
1981,3,1248.14814814815,4129.62962962963,6485.18518518518,1960872.22222222,201453.703703703,28148.1481481481,4979.62962962963,137518.518518519,4796.2962962963,4961.11111111111,95706,18108,0,3.74210526315789,0.066
1981,4,990.74074074074,1266.66666666667,5561.48148148148,754562.962962963,379340.740740741,358518.518518519,21016.6666666666,352168.888888889,16870.3703703704,18567.7777777778,368355,124179.24,0,6.10526315789474,0.0515263157894737
1981,5,787.037037037037,1344.44444444444,979.629629629629,74324.2592592593,38877.7777777777,18185.1851851852,4588.88888888889,75444.4444444444,10074.0740740741,3912.96296296297,1837187,64656,0,7.32105263157895,0.0497894736842105
1981,6,429.62962962963,11979.6296296296,2279.62962962963,37833.3333333333,89581.4814814815,0,9333.33333333333,220666.666666667,25611.1111111111,2177.77777777778,523702,55143.08,0,9.23157894736842,0.0490526315789474
1981,7,4096.2962962963,91596.4814814815,12407.8888888889,57029.6296296296,90135.1851851852,122074.074074074,15350,144148.148148148,12529.6296296296,2640.74074074074,1003165,38794,6466,9.6578947368421,0.0542631578947368
1981,8,488.888888888889,48338.8888888889,12228.8888888889,32129.6296296297,272231.481481482,165703.703703703,8638.88888888889,35222.2222222222,6942.59259259259,3570.37037037036,243109,18104,5172,9.84736842105263,0.0585263157894737
1981,9,547022.222222222,6127.77777777779,22125.0740740741,7625.92592592592,110692.592592593,28888.8888888889,222.222222222222,95962.962962963,16435.1851851852,2201.85185185185,163259,21013,4848,9.62631578947368,0.0669473684210526
1981,10,860974.444444444,10866.6666666667,38937.7037037034,13803.7037037037,27185.1851851852,90629.6296296296,4998.44444444444,38666.6666666667,5500,1996.5,166814,5172,3879,8.57368421052632,0.0583684210526316
1981,11,122603.703703703,1409.25925925926,2701.85185185186,27007.4074074074,144478.518518519,6111.11111111111,1957.74074074074,17296.2962962963,4259.25925925926,2122.22222222222,70825.15,3880,0,7.21052631578947,0.0593157894736842
1981,12,18424.0740740741,5340.74074074074,6516.66666666667,6629.62962962963,168335.925925926,4222.22222222222,488.888888888889,88037.037037037,4266.66666666667,2420.37037037037,250869,0,0,4.72631578947368,0.0675789473684211
1982,1,5333.33333333334,833.333333333334,3170.37037037037,13428.6185185185,127500.596296296,8592.59259259259,0,52333.3333333333,5750,4100,298114,8857,0,4.63157894736842,0.0643684210526316
1982,2,6598.14814814814,748.148148148148,2324.07407407408,18907.4074074074,106635.040740741,26037.0370370371,2453.7037037037,52518.5185185185,1775.92592592593,3457.40740740741,200687,23766,0,4.10526315789474,0.0686315789473684
1982,3,8931.48148148148,1175.92592592593,1151.85185185185,145074.074074074,108035.185185185,41518.5185185185,9705.55555555556,165444.444444444,514.814814814815,2044.44444444445,114990,21300,0,3.76315789473684,0.0538421052631579
1982,4,4181.48148148148,1211.11111111112,1598.14814814815,558805.555555556,85229.6296296296,89518.5185185185,8988.88888888889,264037.037037037,2898.14814814815,5520.37037037037,291750,0,0,4.48947368421053,0.0501578947368421
1982,5,5040.74074074074,779.629629629629,3540.74074074074,371150,118401.851851852,53518.5185185185,9898.14814814815,100407.407407407,6766.66666666667,7259.25925925926,556800,0,0,5.92631578947368,0.0428947368421053
1982,6,1848.14814814815,14706.037037037,4962.96296296297,91407.4074074074,11192.5925925926,66703.7037037037,15607.4074074074,308740.740740741,27046.2962962963,9972.22222222222,466800,2700,2700,9.49473684210526,0.0412105263157895
1982,7,5194.44444444445,104579.62962963,3544.44444444444,57268.5185185185,322425.925925926,483601.851851852,24007.4074074074,36407.4074074074,16835.1851851852,3588.88888888888,156450,0,36808.15,9.64736842105263,0.047
1982,9,469381.481481481,21609.2592592593,13448.1481481481,53240.7407407407,37044.4444444444,243962.962962963,13018.5185185185,204037.037037037,13053.7037037037,10146.2962962963,318300,53100,10650,9.91578947368421,0.0522105263157895
1982,10,773261.111111111,3424.07407407407,4355.55555555556,13343.4333333334,178222.222222222,81444.4444444444,9509.25925925926,80851.8518518519,20379.6296296296,4483.33333333334,775918.000000001,21150,0,9.32105263157895,0.0680526315789474
1982,11,349955.555555555,2851.85185185185,4694.44444444444,9148.14814814815,116705.555555556,95370.3703703704,6372.22222222222,57851.8518518519,13788.8888888889,2281.48148148148,360750,31950,6610.32,7.77368421052632,0.072578947368421
1982,12,69685.1851851852,4437.03703703704,11712.962962963,14007.4074074074,15120.3703703704,65148.1481481481,6722.22222222222,64777.7777777778,14766.6666666667,2901.85185185186,342150,10500,0,6.04210526315789,0.0768421052631579
1983,1,4794.44444444444,2368.51851851851,7036.01851851852,12548.1481481481,19975.0148148148,56370.3703703703,5990.74074074074,121333.333333333,6166.66666666667,4418.51851851852,70470,0,0,5.23684210526316,0.0799473684210526
1983,2,4027.77777777778,3518.51851851852,6333.40740740741,39094.4444444445,48540.7407407407,29962.9629629629,1657.40740740741,187740.740740741,4187.03703703704,5187.03703703704,28890,7500,0,4.58947368421053,0.0751052631578947
1983,3,2003.7037037037,1387.18518518519,5987.03703703704,89122.2222222222,46442.5925925926,86444.4444444445,4150,279037.037037037,4185.18518518519,4318.51851851852,152790,62400,0,4.33684210526316,0.074
1983,4,1722.22222222222,288.888888888889,2136.66666666667,123364.814814815,125191.481481482,59296.2962962963,5081.48148148149,119407.407407407,5242.59259259259,5551.85185185185,57720,25800,0,4.64736842105263,0.0634210526315789
1983,5,2327.77777777778,64.8148148148148,1150,297887.037037037,196548.148148148,55444.4444444444,12759.2592592593,272851.851851852,8148.14814814815,13612.9629629629,2074730.23,420543.15,0,6.3,0.0484210526315789
1983,6,485.185185185185,9812.96296296296,1155.55555555555,65461.2962962963,343762.962962963,6481.48148148148,15822.2222222222,56592.5925925926,19055.5555555556,5412.96296296297,1174050,28200,0,8.28947368421053,0.0529473684210526
1983,7,23.1777777777778,89678.2592592592,21675.0740740741,3777.77777777778,179574.074074074,27111.1111111111,2887.33333333334,96481.4814814815,37685.1851851852,2235.18518518519,1398396.3,123900,21300,10.0947368421053,0.0505263157894737
1983,8,165164.814814815,75500.4814814814,77149.999999999,27036.037037037,52751.8518518519,143296.296296296,3000,87481.4814814815,18270.3703703704,2861.11111111111,1216800,91950,7050,10.6526315789474,0.0605263157894737
1983,9,192807.407407408,21122.2222222222,80877.962962962,33370.3703703704,11164.8148148148,246175.925925926,898.444444444445,124703.703703704,9775.92592592593,4192.5925925926,1135350,55650,2700,9.83684210526316,0.0587894736842105
1983,10,228739.259259259,11342.5925925926,63664.8148148148,10342.5925925926,340037.037037037,65703.7037037037,18403.962962963,67037.037037037,8918.51851851852,6222.22222222222,1384596.3,217500,0,9.72105263157895,0.0725263157894737
1983,11,176819.092592592,6857.40740740741,22177.7777777778,23962.9629629629,79848.1481481482,180518.518518518,1974.07407407407,132148.148148148,15220.3703703704,7642.59259259259,196440,17700,0,7.78947368421053,0.0706842105263158
1983,12,7994.44444444445,4351.85185185185,11224.0740740741,65528.8703703703,21059.2592592593,65666.6666666667,17844.7962962963,138777.777777778,4981.48148148148,8209.25925925926,311520,26550,0,5.4,0.0843684210526316
1984,1,3072.22222222222,1970.37037037037,7755.55555555555,67298.1481481482,20635.1851851852,37074.0740740741,6472.87037037036,195481.481481481,3685.18518518519,3683.33333333333,18390,7656,0,4.80526315789474,0.0728421052631579
1984,2,411.111111111111,6122.22222222223,9973.29629629629,438642.592592592,76687.037037037,88666.6666666667,10757.4074074074,325925.925925926,9668.51851851852,8092.5925925926,889200,162600,0,4.68421052631579,0.0856842105263158
1984,3,1559.25925925926,2814.81481481482,6859.25925925926,287270.370370371,108222.222222222,35370.3703703703,4692.59259259259,164407.407407407,4900,3179.62962962963,76950,14550,0,3.95263157894737,0.0774736842105263
1984,4,1351.85185185186,2340.74074074074,5157.40740740741,2828670.37037037,71590.7407407408,117259.259259259,40090.7407407407,184592.592592593,6025.92592592593,11275.9259259259,33120,10650,0,4.33684210526316,0.0696842105263158
1984,5,703.888888888889,5340.79629629629,2016.66666666667,946462.962962963,280525.925925925,50814.8148148148,59865.6296296296,164518.518518519,4575.92592592593,9914.81481481481,1352700,519900,0,6.52105263157895,0.0474210526315789
1984,6,2853.7037037037,40988.7222222222,1288.88888888889,237398.148148148,62944.4444444445,4481.48148148148,1565.03703703704,149925.925925926,16203.7037037037,5503.70370370371,2153623.8,638352,0,7.71052631578947,0.0529473684210526
1984,8,62570.888888889,72231.4814814815,73214.1111111101,119195.285185185,215629.62962963,159740.740740741,4567.77777777777,106222.222222222,4851.85185185185,4562.96296296296,970800,583650,0,10.4368421052632,0.0567368421052632
1984,9,26528.7222222222,64769.9074074074,68273.5370370371,39611.1111111111,27712.9629629629,176888.888888889,4240.74074074074,69407.4074074074,29455.5555555556,8872.22222222221,1215490,698742.4,0,9.9421052631579,0.056
1984,10,3872.79629629629,17294.4444444444,35685.1851851852,143544.444444445,335405.555555555,356027.777777778,24444.9074074074,327074.074074074,11316.6666666667,4062.96296296296,311940,319130,1800,8.92105263157895,0.0628421052631579
1984,11,7357.98148148148,5722.22222222223,10745.5925925926,26296.2962962963,17429.6296296296,145481.481481481,31637.037037037,61407.4074074074,10500,4372.22222222222,480878.65,42400,1800,7.57368421052632,0.0737894736842105
1984,12,10979.6296296296,6279.62962962963,10955.9259259259,53109.2592592593,111159.259259259,49111.1111111111,58924,134888.888888889,39443.7037037037,6246.29629629629,169940,85600,1320,6.39473684210526,0.0766842105263158
1985,1,5775.92592592593,13964.8148148148,2927.77777777778,103620.37037037,25622.2222222222,52333.3333333333,14924.0740740741,167407.407407407,6979.62962962963,5881.48148148148,39322,29781.8,0,4.60526315789474,0.0848421052631579
1985,2,2268.51851851852,2407.40740740741,2496.29629629629,104740.740740741,23355.5555555555,78555.5555555555,8250.00000000001,176703.703703704,5677.77777777778,6211.11111111111,348620,140940,0,3.66842105263158,0.0712105263157895
1985,3,1811.11111111111,4805.55555555556,1918.51851851852,439064.814814815,62266.6666666667,62444.4444444444,16978.1296296296,85333.3333333333,3027.77777777778,6755.55555555555,131100,72440,0,3.76315789473684,0.0612631578947368
1985,4,644.444444444445,2007.40740740741,6153.7037037037,2735421.75185185,465902.240740741,151518.518518518,13875.9259259259,179296.296296296,5146.2962962963,10818.5185185185,259660,152600,0,4.33157894736842,0.0594736842105263
1985,5,2170.37037037037,925.925925925926,4766.66666666667,1427051.38148148,916130.333333334,245111.111111111,38329.2592592593,182925.925925926,10916.6666666667,7733.33333333332,381100,462500,0,5.7578947368421,0.0441052631578947
1985,6,1503.7037037037,21027.7777777778,2137.03703703704,445999.999999999,116474.074074074,19296.2962962963,9342.5925925926,338666.666666667,24898.1481481481,3000,1067030,299513.15,0,8.7,0.0400526315789474
1985,7,1111.11111111111,70708.0185185186,14174.0740740741,149529.62962963,233303.703703704,23740.7407407407,27733.3333333333,315037.037037037,21238.8888888889,4490.74074074074,739620,174380,0,9.14210526315789,0.0443684210526316
1985,8,65565.3333333334,79566.6666666667,30551.8518518518,54555.5555555556,71124.074074074,75851.8518518519,10585.1851851852,118333.333333333,4879.62962962963,6359.25925925926,574800,46000,5300,9.0578947368421,0.0460526315789474
1985,9,11309.2592592593,26509.2592592593,30561.3888888889,42788.8888888889,55668.5185185185,168740.740740741,6424.07407407407,53037.037037037,13905.5555555556,5651.85185185185,202489.36,144430,1610,9.33684210526316,0.059
1985,10,42444.4444444445,12777.7777777777,13814.8148148148,50716.6666666667,78388.8888888888,45333.3333333333,24481.4814814815,86037.037037037,10500,6229.62962962963,515310,568800,2300,9.77894736842105,0.0523684210526316
1985,11,42201.8518518519,2481.48148148148,5518.51851851852,18388.8888888889,13822.2222222222,19814.8148148148,58211.037037037,14666.6666666667,6527.77777777778,4524.07407407408,247540,159780,0,7.2421052631579,0.0619473684210526
1985,12,31759.2592592593,4950,2948.14814814815,20796.2962962963,57757.4074074073,884.703703703704,14712.962962963,16222.2222222222,5379.62962962963,2111.11111111111,242560,212833,0,5.48947368421053,0.0564736842105263
1986,1,20151.3703703703,2196.2962962963,1348.14814814815,34474.074074074,86801.8518518519,3888.88888888889,35694.4444444444,72074.0740740741,7805.55555555556,10277.7777777778,127800,69380,0,4.9,0.0737368421052632
1986,2,1074.07407407407,4279.62962962963,1312.96296296296,69203.7037037037,111005.555555556,75703.7037037037,9787.03703703704,146518.518518519,6398.14814814815,6070.37037037037,344760,187720.6,0,4.2,0.0660526315789474
1986,3,944.444444444444,1814.81481481482,1637.03703703704,242814.814814815,55672.2222222222,41962.962962963,4944.44444444444,81074.0740740741,981.481481481482,4250,265660,124560,0,3.58947368421053,0.0604210526315789
1986,4,2088.88888888889,1194.44444444444,1918.51851851852,361101.851851852,328294.444444445,127592.592592593,59277.7777777778,194037.037037037,2805.55555555556,12351.8518518518,166360,66780,0,4.57894736842105,0.0576842105263158
1986,5,1382.7962962963,1647.40740740741,3225.92592592593,1598711.2037037,138293.962962963,352148.148148148,30496.2962962963,352168.888888889,13787.037037037,13462.9629629629,759960,803800,0,6.81578947368421,0.032
1986,6,1000,3942.59259259259,481.481481481482,244835.185185185,10598.1481481481,12740.7407407407,16853.7037037037,133925.925925926,6655.55555555555,4333.33333333334,2482564.3,401200,0,7.19473684210526,0.045
1986,7,1492.59259259259,93240.7407407407,11792.5925925926,134333.333333333,357907.407407407,88777.7777777778,6990.74074074075,38185.1851851852,5711.11111111111,5462.96296296296,2373005.6,813137.33,5300,9.42105263157895,0.0448947368421053
1986,8,2519.09259259259,29322.2222222222,21725.925925926,53500,154398.148148148,134518.518518518,9742.59259259259,16962.962962963,20927.7777777778,2883.33333333334,702060,190200,2680,9.96842105263158,0.0487894736842105
1986,9,7462.96296296297,25687.037037037,18707.4074074074,98835.1851851851,49803.7037037037,378546.296296297,23581.4814814815,94851.8518518519,34046.2962962963,4948.14814814815,351610,250500,6250,9.23684210526316,0.0577894736842105
1986,10,13998.1481481481,11201.8518518519,8670.37037037037,58279.6296296296,144770.370370371,142657.407407407,54205.4444444444,24777.7777777778,7370.37037037037,5651.85185185185,415940,284670,5020,8.97894736842105,0.0563684210526316
1986,11,13444.4444444445,30750,4922.88888888889,48462.962962963,49742.5925925926,47490.7407407408,23083.1481481482,73037.037037037,14092.5925925926,3683.33333333334,358680,147860,1760,7.45789473684211,0.050578947368421
1986,12,28944.4444444444,1798.14814814815,3000,50601.8518518519,112979.592592593,7666.66666666667,40859.2592592593,43222.2222222222,13907.4074074074,3072.22222222223,273660,87620,880,6.32105263157895,0.0561578947368421
1987,1,11107.4074074074,3759.25925925926,4200.37037037037,58818.5185185185,164936.509259259,17296.2962962963,29918.5185185185,128962.962962963,16433.3333333333,5888.88888888889,277960,138200,0,4.91578947368421,0.0531052631578947
1987,2,9892.5925925926,1998.14814814814,2818.51851851852,128057.407407408,80857.4074074074,24518.5185185185,27212.962962963,214370.37037037,10851.8518518519,3829.62962962963,694387.599999999,185760,0,3.72631578947368,0.0717368421052632
1987,3,9351.85185185185,10.4296296296296,6568.51851851852,1499201.85185185,205564.074074074,40666.6666666666,26481.4814814814,204777.777777778,9444.44444444445,8211.11111111111,350840,57120,0,3.78947368421053,0.0808421052631579
1987,4,11735.1851851852,1518.51851851851,6661.11111111112,491309.259259259,64437.037037037,139148.148148148,10172.2222222222,352168.888888889,33361.1111111111,5961.11111111111,868600,183700,0,4.23684210526316,0.0555263157894737
1987,5,6462.96296296296,727.555555555556,1890.74074074074,720351.851851852,94834.7037037037,387259.259259259,13011.1111111111,352168.888888889,14259.2592592593,6831.48148148148,1271757.33,773800,0,5.95789473684211,0.0446842105263158
1987,6,2481.48148148148,46073.9074074074,5522.22222222222,168201.851851852,200609.25925926,22481.4814814815,25474.074074074,251592.592592593,33728.5555555555,4107.4074074074,1555900,234932.4,0,7.51578947368421,0.0512631578947368
1987,7,1842.59259259259,35198.1481481481,2000,101211.111111111,24094.4444444445,112666.666666667,43675.9259259259,106666.666666667,6314.81481481482,5092.59259259259,1254180,92900,5300,9.25263157894737,0.0670526315789474
1987,8,3566.66666666667,37301.8518518519,11138.6481481481,62048.1481481482,633534.962962963,278962.962962963,59236.790125926,53777.7777777778,11211.1111111111,9987.03703703703,625800,201500,27497.83,9.40526315789474,0.0468947368421053
1987,9,4870.37037037036,69653.7037037037,13413.2962962963,62701.8518518518,112625.925925926,483298.148148148,44898.1481481482,57333.3333333333,28129.6296296296,7209.25925925926,359200,289994.93,4400,9.6,0.0322105263157895
1987,10,11405.5555555556,6742.59259259259,1766.66666666667,144316.666666667,59751.8518518519,193511.111111112,31507.8703703704,75074.0740740741,17268.5185185185,7483.33333333333,411800,256400,11327.92,8.68421052631579,0.0436842105263158
1987,11,36675.9259259259,8466.66666666666,55044.0740740742,58970.3703703704,408140.666666666,86599.9999999999,44183.3333333334,84925.9259259259,16975.9259259259,6650,484080,114080,3560,8.01052631578947,0.0339473684210526
1987,12,26683.3333333333,47796.2962962963,1377.77777777778,17501.8518518518,29379.6296296297,10740.7407407407,40438.8888888889,37074.0740740741,7379.62962962963,4270.37037037037,250630,44490,0,NA,NA
1988,1,16920.3703703704,3962.96296296297,2385.92592592593,94131.4814814814,36018.5185185185,32148.1481481481,15816.6666666666,239000,8794.44444444444,5331.48148148148,275080,80480,0,5.44210526315789,0.0442631578947368
1988,2,13962.962962963,961.111111111111,1825.92592592593,88564.8148148148,56257.4074074074,21333.3333333333,22201.8518518519,121296.296296296,4407.40740740741,1856.37037037037,126340,61480,0,4.91578947368421,0.0477894736842105
